Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
India,Kumher,323,Hazardous,1,Good,47,Good,0,Good,319,Hazardous
India,Kundarki,185,Unhealthy,4,Good,185,Unhealthy,1,Good,157,Unhealthy
Russian Federation,Kurovskoye,31,Good,1,Good,31,Good,3,Good,26,Good
Sudan,Kusti,43,Good,1,Good,18,Good,0,Good,43,Good
Uzbekistan,Kuva,127,Unhealthy For Sensitive Groups,1,Good,100,Unhealthy For Sensitive Groups,2,Good,127,Unhealthy For Sensitive Groups
Australia,Kwinana,27,Good,0,Good,27,Good,1,Good,23,Good
France,La Celle Saint Cloud,63,Moderate,1,Good,18,Good,7,Good,63,Moderate
Nicaragua,La Paz Centro,39,Good,1,Good,16,Good,3,Good,39,Good
France,La Queue En Brie,58,Moderate,1,Good,19,Good,6,Good,58,Moderate
Spain,La Rinconada,28,Good,1,Good,28,Good,2,Good,24,Good
Brazil,Labrea,32,Good,1,Good,3,Good,0,Good,32,Good
Russian Federation,Ladozhskaya,39,Good,1,Good,34,Good,0,Good,39,Good
Nepal,Lahan,59,Moderate,2,Good,38,Good,0,Good,59,Moderate
Germany,Lahnstein,52,Moderate,1,Good,24,Good,3,Good,52,Moderate
Italy,Laives,99,Moderate,1,Good,21,Good,5,Good,99,Moderate
United States Of America,Lake Zurich,61,Moderate,2,Good,22,Good,20,Good,61,Moderate
Poland,Lancut,98,Moderate,1,Good,35,Good,2,Good,98,Moderate
Thailand,Lat Yao,20,Good,0,Good,20,Good,0,Good,17,Good
Germany,Leichlingen,46,Good,1,Good,26,Good,3,Good,46,Good
Germany,Linkenheim Hochstetten,53,Moderate,1,Good,29,Good,3,Good,53,Moderate
Germany,Lohne,38,Good,0,Good,34,Good,1,Good,38,Good
Belgium,Lommel,39,Good,1,Good,29,Good,3,Good,39,Good
Philippines,Longos,52,Moderate,1,Good,25,Good,1,Good,52,Moderate
Spain,Lorca,25,Good,1,Good,25,Good,1,Good,18,Good
Philippines,Lutayan,53,Moderate,1,Good,24,Good,0,Good,53,Moderate
Switzerland,Lyss,80,Moderate,1,Good,29,Good,1,Good,80,Moderate
Russian Federation,Lyubertsy,60,Moderate,1,Good,19,Good,15,Good,60,Moderate
Netherlands,Maarsen,37,Good,0,Good,34,Good,1,Good,37,Good
India,Mahemdavad,158,Unhealthy,1,Good,39,Good,0,Good,158,Unhealthy
Brazil,Mairi,22,Good,0,Good,13,Good,0,Good,22,Good
Philippines,Makati,63,Moderate,1,Good,23,Good,1,Good,63,Moderate
Japan,Maki,41,Good,1,Good,41,Good,0,Good,26,Good
India,Malkera,184,Unhealthy,3,Good,135,Unhealthy For Sensitive Groups,2,Good,184,Unhealthy
Sweden,Malmo,35,Good,0,Good,35,Good,0,Good,26,Good
India,Manasa,159,Unhealthy,1,Good,39,Good,0,Good,159,Unhealthy
Syrian Arab Republic,Manbij,71,Moderate,1,Good,42,Good,0,Good,71,Moderate
China,Maoming,65,Moderate,1,Good,31,Good,3,Good,65,Moderate
Iran (Islamic Republic Of),Maragheh,76,Moderate,1,Good,46,Good,0,Good,76,Moderate
Spain,Merida,29,Good,1,Good,29,Good,2,Good,20,Good
Mexico,Mexicali,37,Good,1,Good,21,Good,7,Good,37,Good
Russian Federation,Mezhdurechensk,37,Good,1,Good,37,Good,0,Good,28,Good
United States Of America,Miami Lakes,153,Unhealthy,4,Good,4,Good,20,Good,153,Unhealthy
Germany,Michelstadt,54,Moderate,1,Good,33,Good,3,Good,54,Moderate
Russian Federation,Mikun,35,Good,1,Good,35,Good,0,Good,10,Good
Australia,Mildura,27,Good,0,Good,25,Good,0,Good,27,Good
United States Of America,Minden,63,Moderate,1,Good,20,Good,3,Good,63,Moderate
Italy,Mirandola,124,Unhealthy For Sensitive Groups,2,Good,28,Good,10,Good,124,Unhealthy For Sensitive Groups
Brazil,Mirassol,39,Good,1,Good,10,Good,2,Good,39,Good
Malaysia,Miri,209,Very Unhealthy,67,Moderate,209,Very Unhealthy,2,Good,157,Unhealthy
Pakistan,Mirwah,163,Unhealthy,1,Good,43,Good,0,Good,163,Unhealthy
Poland,Mlawa,35,Good,0,Good,35,Good,0,Good,32,Good
Chad,Moissala,69,Moderate,2,Good,6,Good,0,Good,69,Moderate
Ethiopia,Mojo,95,Moderate,1,Good,26,Good,0,Good,95,Moderate
Russian Federation,Monchegorsk,29,Good,1,Good,29,Good,0,Good,9,Good
France,Mons En Baroeul,48,Good,1,Good,27,Good,4,Good,48,Good
United States Of America,Mounds View,53,Moderate,1,Good,33,Good,9,Good,53,Moderate
Brazil,Mutuipe,21,Good,0,Good,11,Good,1,Good,21,Good
Israel,Nahef,143,Unhealthy For Sensitive Groups,3,Good,35,Good,16,Good,143,Unhealthy For Sensitive Groups
Poland,Naklo Nad Notecia,35,Good,0,Good,34,Good,0,Good,35,Good
Russian Federation,Naryan Mar,26,Good,1,Good,26,Good,0,Good,11,Good
Malta,Naxxar,39,Good,1,Good,39,Good,2,Good,22,Good
Ethiopia,Nazret,98,Moderate,1,Good,25,Good,0,Good,98,Moderate
Colombia,Neira,73,Moderate,2,Good,4,Good,6,Good,73,Moderate
Germany,Nidderau,51,Moderate,1,Good,26,Good,3,Good,51,Moderate
China,Ningxiang,160,Unhealthy,7,Good,72,Moderate,19,Good,160,Unhealthy
Viet Nam,Ninh Binh,54,Moderate,1,Good,37,Good,1,Good,54,Moderate
Cuba,Niquero,53,Moderate,1,Good,25,Good,0,Good,53,Moderate
France,Nogent Sur Oise,54,Moderate,1,Good,24,Good,3,Good,54,Moderate
Australia,Karratha,22,Good,0,Good,22,Good,0,Good,9,Good
Turkmenistan,Kerki,86,Moderate,1,Good,49,Good,0,Good,86,Moderate
India,Khair,352,Hazardous,2,Good,107,Unhealthy For Sensitive Groups,1,Good,335,Hazardous
Russian Federation,Imeni Morozova,74,Moderate,1,Good,37,Good,4,Good,74,Moderate
Japan,Ishikawa,39,Good,1,Good,39,Good,2,Good,19,Good
Turkey,Isparta,49,Good,1,Good,33,Good,0,Good,49,Good
Brazil,Itaborai,150,Unhealthy,4,Good,4,Good,16,Good,150,Unhealthy
Brazil,Jacutinga,66,Moderate,1,Good,9,Good,4,Good,66,Moderate
Cuba,Jaguey Grande,54,Moderate,1,Good,20,Good,2,Good,54,Moderate
Iran (Islamic Republic Of),Khormuj,137,Unhealthy For Sensitive Groups,1,Good,72,Moderate,0,Good,137,Unhealthy For Sensitive Groups
India,Khunti,185,Unhealthy,2,Good,70,Moderate,0,Good,185,Unhealthy
Russian Federation,Khvalynsk,45,Good,1,Good,38,Good,0,Good,45,Good
Czechia,Klasterec Nad Ohri,56,Moderate,1,Good,32,Good,4,Good,56,Moderate
Indonesia,Klaten,48,Good,1,Good,27,Good,0,Good,48,Good
Mexico,Macuspana,165,Unhealthy,5,Good,6,Good,10,Good,165,Unhealthy
United Republic Of Tanzania,Mafinga,30,Good,1,Good,16,Good,0,Good,30,Good
Philippines,Magsaysay,57,Moderate,1,Good,23,Good,0,Good,57,Moderate
United States Of America,Marquette,34,Good,1,Good,34,Good,2,Good,29,Good
Japan,Masuda,44,Good,1,Good,44,Good,0,Good,32,Good
Mexico,Matias Romero,79,Moderate,1,Good,15,Good,1,Good,79,Moderate
Russian Federation,Matveyev Kurgan,39,Good,1,Good,39,Good,1,Good,12,Good
Russian Federation,Maykop,57,Moderate,1,Good,38,Good,1,Good,57,Moderate
Italy,Mazara Del Vallo,56,Moderate,1,Good,56,Moderate,1,Good,49,Good
United States Of America,Mehlville,85,Moderate,2,Good,10,Good,19,Good,85,Moderate
United States Of America,Melville,65,Moderate,2,Good,14,Good,23,Good,65,Moderate
Japan,Moriya,52,Moderate,1,Good,46,Good,4,Good,52,Moderate
China,Jiangyan,206,Very Unhealthy,5,Good,206,Very Unhealthy,5,Good,150,Unhealthy
India,Kalghatgi,50,Good,0,Good,23,Good,0,Good,50,Good
United States Of America,Yarmouth,37,Good,1,Good,37,Good,3,Good,19,Good
Japan,Yoichi,39,Good,1,Good,39,Good,1,Good,14,Good
Japan,Yokote,49,Good,1,Good,49,Good,1,Good,37,Good
Japan,Yorii,86,Moderate,1,Good,86,Moderate,1,Good,67,Moderate
China,Yunhe,200,Unhealthy,4,Good,200,Unhealthy,2,Good,164,Unhealthy
Poland,Zagan,68,Moderate,1,Good,38,Good,1,Good,68,Moderate
Russian Federation,Zavolzhsk,55,Moderate,1,Good,24,Good,4,Good,55,Moderate
Mexico,Zihuatanejo,36,Good,1,Good,17,Good,2,Good,36,Good
Switzerland,Zug,54,Moderate,1,Good,22,Good,3,Good,54,Moderate
India,Tijara,177,Unhealthy,4,Good,153,Unhealthy,1,Good,177,Unhealthy
India,Tiruchchendur,53,Moderate,0,Good,29,Good,0,Good,53,Moderate
Poland,Tomaszow Mazowiecki,34,Good,1,Good,32,Good,1,Good,34,Good
India,Tehri,103,Unhealthy For Sensitive Groups,2,Good,69,Moderate,0,Good,103,Unhealthy For Sensitive Groups
India,Tekkalakota,36,Good,1,Good,36,Good,0,Good,17,Good
United States Of America,Tenafly,77,Moderate,2,Good,17,Good,21,Good,77,Moderate
Mexico,Tenango De Arista,177,Unhealthy,4,Good,7,Good,22,Good,177,Unhealthy
Mexico,Tenango De Rio Blanco,84,Moderate,2,Good,15,Good,6,Good,84,Moderate
Turkey,Tepecik,59,Moderate,1,Good,34,Good,1,Good,59,Moderate
Pakistan,Thano Bula Khan,174,Unhealthy,1,Good,40,Good,0,Good,174,Unhealthy
Germany,Tholey,65,Moderate,1,Good,30,Good,5,Good,65,Moderate
Spain,Tias,25,Good,0,Good,25,Good,0,Good,9,Good
Indonesia,Tondano,29,Good,0,Good,15,Good,0,Good,29,Good
China,Tongren,60,Moderate,2,Good,51,Moderate,0,Good,60,Moderate
Spain,Torrelodones,57,Moderate,1,Good,25,Good,3,Good,57,Moderate
United States Of America,Town And Country,58,Moderate,2,Good,24,Good,12,Good,58,Moderate
Russian Federation,Ukhta,44,Good,1,Good,33,Good,0,Good,44,Good
India,Ulhasnagar,164,Unhealthy,4,Good,32,Good,5,Good,164,Unhealthy
Netherlands,Dronten,34,Good,0,Good,34,Good,1,Good,33,Good
Dominican Republic,Duverge,63,Moderate,1,Good,15,Good,5,Good,63,Moderate
Guatemala,El Palmar,108,Unhealthy For Sensitive Groups,4,Good,10,Good,12,Good,108,Unhealthy For Sensitive Groups
France,Elancourt,62,Moderate,1,Good,17,Good,7,Good,62,Moderate
India,Ongole,83,Moderate,1,Good,33,Good,0,Good,83,Moderate
Côte D'Ivoire,Oume,68,Moderate,2,Good,12,Good,0,Good,68,Moderate
United States Of America,Owasso,53,Moderate,1,Good,27,Good,5,Good,53,Moderate
Colombia,Paipa,38,Good,1,Good,5,Good,4,Good,38,Good
India,Palanpur,172,Unhealthy,0,Good,30,Good,0,Good,172,Unhealthy
Serbia,Pozarevac,75,Moderate,1,Good,42,Good,1,Good,75,Moderate
Argentina,Presidencia Roque Saenz Pena,22,Good,0,Good,22,Good,0,Good,17,Good
South Africa,Prieska,81,Moderate,2,Good,17,Good,2,Good,81,Moderate
Guatemala,Puerto Barrios,47,Good,1,Good,13,Good,1,Good,47,Good
China,Pulandian,116,Unhealthy For Sensitive Groups,3,Good,116,Unhealthy For Sensitive Groups,1,Good,104,Unhealthy For Sensitive Groups
Canada,Quesnel,23,Good,1,Good,23,Good,0,Good,14,Good
Ecuador,Quevedo,74,Moderate,3,Good,3,Good,7,Good,74,Moderate
France,Quimperle,45,Good,1,Good,32,Good,2,Good,45,Good
Germany,Radevormwald,34,Good,0,Good,24,Good,2,Good,34,Good
Germany,Rahden,35,Good,0,Good,27,Good,2,Good,35,Good
India,Rairangpur,168,Unhealthy,1,Good,55,Moderate,0,Good,168,Unhealthy
India,Rajkot,151,Unhealthy,0,Good,36,Good,0,Good,151,Unhealthy
Malaysia,Ranau,41,Good,1,Good,27,Good,0,Good,41,Good
Malaysia,Raub,74,Moderate,1,Good,35,Good,0,Good,74,Moderate
India,Raya,469,Hazardous,1,Good,38,Good,1,Good,382,Hazardous
United States Of America,Redmond,62,Moderate,2,Good,17,Good,15,Good,62,Moderate
Chile,Rengo,115,Unhealthy For Sensitive Groups,4,Good,1,Good,11,Good,115,Unhealthy For Sensitive Groups
Croatia,Rijeka,50,Good,1,Good,50,Good,0,Good,14,Good
Brazil,Rio Pomba,56,Moderate,1,Good,9,Good,3,Good,56,Moderate
Uruguay,Rocha,24,Good,0,Good,24,Good,0,Good,11,Good
United States Of America,Rockford,59,Moderate,2,Good,20,Good,8,Good,59,Moderate
Germany,Rommerskirchen,30,Good,0,Good,25,Good,2,Good,30,Good
Romania,Rosiori De Vede,62,Moderate,1,Good,37,Good,2,Good,62,Moderate
Philippines,Roxas,45,Good,1,Good,27,Good,0,Good,45,Good
India,Rura,271,Very Unhealthy,1,Good,46,Good,1,Good,271,Very Unhealthy
Russian Federation,Rybnoye,52,Moderate,1,Good,35,Good,2,Good,52,Moderate
Thailand,Sa Kaeo,46,Good,0,Good,29,Good,0,Good,46,Good
India,Sagar,57,Moderate,0,Good,22,Good,0,Good,57,Moderate
Philippines,Sagay,53,Moderate,1,Good,27,Good,0,Good,53,Moderate
France,Saint Francois,100,Unhealthy For Sensitive Groups,0,Good,25,Good,0,Good,100,Unhealthy For Sensitive Groups
Hungary,Salgotarjan,56,Moderate,1,Good,32,Good,2,Good,56,Moderate
Uruguay,Salto,23,Good,0,Good,23,Good,0,Good,9,Good
Germany,Salzgitter,37,Good,0,Good,30,Good,1,Good,37,Good
Philippines,Samal,61,Moderate,1,Good,16,Good,0,Good,61,Moderate
Argentina,San Carlos De Bariloche,15,Good,0,Good,15,Good,1,Good,5,Good
Cuba,San Cristobal,55,Moderate,1,Good,27,Good,2,Good,55,Moderate
Dominican Republic,San Francisco De Macoris,151,Unhealthy,2,Good,9,Good,12,Good,151,Unhealthy
Philippines,San Simon,54,Moderate,1,Good,27,Good,0,Good,54,Moderate
Brazil,Santo Antonio Do Amparo,45,Good,1,Good,10,Good,3,Good,45,Good
Brazil,Santo Antonio Do Monte,42,Good,1,Good,6,Good,3,Good,42,Good
Brazil,Sao Fidelis,62,Moderate,2,Good,0,Good,6,Good,62,Moderate
Brazil,Sao Jose Do Egito,28,Good,0,Good,17,Good,0,Good,28,Good
Brazil,Sao Miguel Do Oeste,20,Good,0,Good,20,Good,0,Good,11,Good
United States Of America,West Jordan,56,Moderate,1,Good,6,Good,14,Good,56,Moderate
United States Of America,West Valley City,52,Moderate,1,Good,7,Good,13,Good,52,Moderate
United States Of America,Whitewater,72,Moderate,2,Good,9,Good,13,Good,72,Moderate
South Africa,Winburg,131,Unhealthy For Sensitive Groups,6,Good,14,Good,6,Good,131,Unhealthy For Sensitive Groups
Australia,Wollongong,24,Good,0,Good,24,Good,2,Good,19,Good
Mozambique,Xai Xai,39,Good,1,Good,23,Good,0,Good,39,Good
Japan,Yachiyo,71,Moderate,1,Good,71,Moderate,2,Good,33,Good
China,Yanzhou,158,Unhealthy,2,Good,158,Unhealthy,2,Good,84,Moderate
Liberia,Yekepa,49,Good,1,Good,11,Good,0,Good,49,Good
Japan,Yubari,27,Good,1,Good,27,Good,2,Good,13,Good
Japan,Yuza,37,Good,1,Good,37,Good,0,Good,29,Good
Czechia,Zabreh,47,Good,1,Good,23,Good,2,Good,47,Good
Russian Federation,Zheleznovodsk,40,Good,1,Good,40,Good,1,Good,38,Good
Kazakhstan,Zhitikara,40,Good,1,Good,40,Good,0,Good,16,Good
China,Zhucheng,162,Unhealthy,3,Good,162,Unhealthy,2,Good,113,Unhealthy For Sensitive Groups
Netherlands,Zoetermeer,34,Good,0,Good,34,Good,1,Good,28,Good
Turkey,Zonguldak,36,Good,1,Good,36,Good,0,Good,20,Good
Russian Federation,Zubova Polyana,44,Good,1,Good,33,Good,1,Good,44,Good
Netherlands,Papendrecht,34,Good,0,Good,34,Good,1,Good,27,Good
Brazil,Paranavai,14,Good,1,Good,9,Good,0,Good,14,Good
Brazil,Parnarama,26,Good,0,Good,13,Good,0,Good,26,Good
Mexico,Patzcuaro,19,Good,0,Good,9,Good,1,Good,19,Good
Malaysia,Pekan,63,Moderate,1,Good,35,Good,0,Good,63,Moderate
Italy,Pellezzano,56,Moderate,1,Good,56,Moderate,1,Good,50,Good
Brazil,Perdoes,42,Good,1,Good,10,Good,2,Good,42,Good
Albania,Permet,58,Moderate,1,Good,38,Good,0,Good,58,Moderate
United Kingdom Of Great Britain And Northern Ireland,Perth,37,Good,1,Good,22,Good,7,Good,37,Good
Italy,Pescara,70,Moderate,1,Good,35,Good,5,Good,70,Moderate
Russian Federation,Petropavlovsk Kamchatskiy,33,Good,0,Good,33,Good,0,Good,10,Good
South Africa,Pietermaritzburg,215,Very Unhealthy,13,Good,3,Good,13,Good,215,Very Unhealthy
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good
Poland,Pinczow,48,Good,1,Good,27,Good,3,Good,48,Good
Brazil,Pitangueiras,149,Unhealthy For Sensitive Groups,3,Good,4,Good,7,Good,149,Unhealthy For Sensitive Groups
Poland,Plonsk,36,Good,1,Good,36,Good,1,Good,27,Good
Hungary,Pomaz,63,Moderate,1,Good,33,Good,3,Good,63,Moderate
Brazil,Pompeia,30,Good,1,Good,10,Good,1,Good,30,Good
France,Pontivy,40,Good,1,Good,27,Good,3,Good,40,Good
United States Of America,Port Arthur,29,Good,0,Good,24,Good,3,Good,29,Good
United States Of America,Glen Ellyn,67,Moderate,2,Good,17,Good,17,Good,67,Moderate
United States Of America,Glens Falls,64,Moderate,2,Good,17,Good,6,Good,64,Moderate
Poland,Glubczyce,80,Moderate,1,Good,39,Good,3,Good,80,Moderate
United States Of America,Goshen,76,Moderate,2,Good,19,Good,11,Good,76,Moderate
Germany,Grafelfing,63,Moderate,2,Good,27,Good,5,Good,63,Moderate
Argentina,Gualeguaychu,14,Good,0,Good,12,Good,2,Good,14,Good
Brazil,Guaranesia,35,Good,1,Good,6,Good,1,Good,35,Good
Venezuela (Bolivarian Republic Of),Guarenas,141,Unhealthy For Sensitive Groups,1,Good,16,Good,7,Good,141,Unhealthy For Sensitive Groups
Colombia,Guarne,101,Unhealthy For Sensitive Groups,3,Good,5,Good,8,Good,101,Unhealthy For Sensitive Groups
Guatemala,Guatemala City,79,Moderate,2,Good,7,Good,6,Good,79,Moderate
China,Guicheng,65,Moderate,2,Good,47,Good,2,Good,65,Moderate
India,Gurmatkal,96,Moderate,1,Good,42,Good,0,Good,96,Moderate
Turkey,Gursu,70,Moderate,1,Good,34,Good,1,Good,70,Moderate
Hungary,Hajduhadhaz,66,Moderate,1,Good,36,Good,2,Good,66,Moderate
Germany,Hannoversch Munden,63,Moderate,2,Good,25,Good,11,Good,63,Moderate
United Kingdom Of Great Britain And Northern Ireland,Harrogate,32,Good,1,Good,32,Good,3,Good,15,Good
Germany,Hattersheim,71,Moderate,2,Good,36,Good,5,Good,71,Moderate
Sri Lanka,Hatton,52,Moderate,1,Good,22,Good,1,Good,52,Moderate
United Kingdom Of Great Britain And Northern Ireland,Haverfordwest,41,Good,1,Good,21,Good,5,Good,41,Good
United States Of America,Herrin,63,Moderate,2,Good,27,Good,13,Good,63,Moderate
United Kingdom Of Great Britain And Northern Ireland,Hertford,32,Good,1,Good,32,Good,4,Good,23,Good
China,Heze,201,Very Unhealthy,5,Good,201,Very Unhealthy,4,Good,159,Unhealthy
United States Of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate
Germany,Ettenheim,67,Moderate,1,Good,27,Good,4,Good,67,Moderate
United States Of America,Ewing,54,Moderate,2,Good,27,Good,10,Good,54,Moderate
Italy,Faenza,62,Moderate,1,Good,47,Good,2,Good,62,Moderate
Iran (Islamic Republic Of),Falavarjan,129,Unhealthy For Sensitive Groups,1,Good,129,Unhealthy For Sensitive Groups,1,Good,116,Unhealthy For Sensitive Groups
Germany,Fallingbostel,61,Moderate,1,Good,41,Good,2,Good,61,Moderate
Madagascar,Faratsiho,25,Good,0,Good,25,Good,0,Good,20,Good
India,Fatehabad,169,Unhealthy,4,Good,166,Unhealthy,1,Good,169,Unhealthy
Madagascar,Fenoarivo,23,Good,1,Good,23,Good,0,Good,23,Good
Cameroon,Fontem,50,Good,3,Good,14,Good,1,Good,50,Good
United States Of America,Fort Hunt,51,Moderate,1,Good,27,Good,9,Good,51,Moderate
South Africa,Piet Retief,164,Unhealthy,4,Good,20,Good,7,Good,164,Unhealthy
United States Of America,Pinewood,61,Moderate,1,Good,16,Good,13,Good,61,Moderate
Lithuania,Panevezys,35,Good,1,Good,35,Good,0,Good,35,Good
Philippines,Pangil,51,Moderate,1,Good,26,Good,2,Good,51,Moderate
Pakistan,Pasni,189,Unhealthy,3,Good,40,Good,4,Good,189,Unhealthy
Pakistan,Pasrur,164,Unhealthy,3,Good,147,Unhealthy For Sensitive Groups,1,Good,164,Unhealthy
India,Patratu,151,Unhealthy,3,Good,70,Moderate,1,Good,151,Unhealthy
Brazil,Paulinia,66,Moderate,2,Good,4,Good,5,Good,66,Moderate
Iran (Islamic Republic Of),Paveh,53,Moderate,1,Good,53,Moderate,0,Good,37,Good
India,Peddapuram,151,Unhealthy,2,Good,65,Moderate,1,Good,151,Unhealthy
India,Pehowa,163,Unhealthy,3,Good,160,Unhealthy,1,Good,163,Unhealthy
Greece,Peristerion,108,Unhealthy For Sensitive Groups,2,Good,42,Good,7,Good,108,Unhealthy For Sensitive Groups
Cuba,Artemisa,59,Moderate,1,Good,25,Good,2,Good,59,Moderate
Russian Federation,Arzamas,29,Good,1,Good,29,Good,0,Good,20,Good
Mexico,Atencingo,95,Moderate,2,Good,7,Good,9,Good,95,Moderate
Germany,Auerbach,29,Good,1,Good,28,Good,2,Good,29,Good
India,Aurangabad,324,Hazardous,1,Good,45,Good,1,Good,295,Very Unhealthy
Peru,Ayacucho,12,Good,0,Good,8,Good,0,Good,12,Good
United Republic Of Tanzania,Babati,35,Good,0,Good,16,Good,0,Good,35,Good
Iran (Islamic Republic Of),Babol,54,Moderate,1,Good,42,Good,0,Good,54,Moderate
Germany,Bad Liebenwerda,32,Good,1,Good,32,Good,2,Good,29,Good
Germany,Bad Munstereifel,31,Good,1,Good,31,Good,3,Good,30,Good
Germany,Bad Schwalbach,34,Good,1,Good,34,Good,2,Good,30,Good
India,Badarwas,157,Unhealthy,1,Good,45,Good,0,Good,157,Unhealthy
India,Badvel,101,Unhealthy For Sensitive Groups,0,Good,33,Good,0,Good,101,Unhealthy For Sensitive Groups
India,Baghdogra,155,Unhealthy,2,Good,86,Moderate,0,Good,155,Unhealthy
Nepal,Baglung,121,Unhealthy For Sensitive Groups,2,Good,45,Good,0,Good,121,Unhealthy For Sensitive Groups
India,Balarampur,172,Unhealthy,1,Good,83,Moderate,1,Good,172,Unhealthy
India,Bali Chak,166,Unhealthy,2,Good,82,Moderate,2,Good,166,Unhealthy
Albania,Ballsh,55,Moderate,1,Good,49,Good,0,Good,55,Moderate
Indonesia,Bambanglipuro,37,Good,1,Good,24,Good,0,Good,37,Good
Brazil,Barao De Cocais,94,Moderate,3,Good,2,Good,7,Good,94,Moderate
United Republic Of Tanzania,Bariadi,30,Good,0,Good,17,Good,0,Good,30,Good
Brazil,Barroso,65,Moderate,2,Good,0,Good,5,Good,65,Moderate
Russian Federation,Barysh,46,Good,0,Good,31,Good,0,Good,46,Good
India,Basoda,155,Unhealthy,1,Good,40,Good,0,Good,155,Unhealthy
Russian Federation,Bavly,29,Good,1,Good,29,Good,0,Good,23,Good
Turkey,Bayburt,69,Moderate,0,Good,39,Good,0,Good,69,Moderate
Brazil,Bela Vista Do Paraiso,38,Good,1,Good,12,Good,2,Good,38,Good
United States Of America,Bellwood,82,Moderate,2,Good,9,Good,30,Good,82,Moderate
Angola,Benguela,92,Moderate,3,Good,12,Good,2,Good,92,Moderate
India,Bhadrak,161,Unhealthy,2,Good,109,Unhealthy For Sensitive Groups,1,Good,161,Unhealthy
Malaysia,Bidor,51,Moderate,1,Good,43,Good,0,Good,51,Moderate
Philippines,Binalbagan,75,Moderate,1,Good,18,Good,0,Good,75,Moderate
United States Of America,Bismarck,40,Good,1,Good,32,Good,2,Good,40,Good
Belgium,Bocholt,37,Good,1,Good,33,Good,3,Good,37,Good
Colombia,Bogota,75,Moderate,2,Good,4,Good,8,Good,75,Moderate
Ukraine,Bohodukhiv,54,Moderate,1,Good,40,Good,2,Good,54,Moderate
United States Of America,Boone,36,Good,1,Good,36,Good,4,Good,36,Good
United Kingdom Of Great Britain And Northern Ireland,Bootle,65,Moderate,0,Good,33,Good,0,Good,65,Moderate
United States Of America,Borger,49,Good,1,Good,30,Good,1,Good,49,Good
United States Of America,Brookings,41,Good,1,Good,41,Good,2,Good,23,Good
Belgium,Buggenhout,37,Good,1,Good,28,Good,3,Good,37,Good
Burundi,Bujumbura,90,Moderate,5,Good,17,Good,2,Good,90,Moderate
South Africa,Butterworth,72,Moderate,1,Good,26,Good,2,Good,72,Moderate
Brazil,Canarana,13,Good,0,Good,12,Good,0,Good,13,Good
United States Of America,Canby,36,Good,1,Good,16,Good,10,Good,36,Good
Brazil,Canguaretama,34,Good,0,Good,19,Good,1,Good,34,Good
Portugal,Caparica,39,Good,0,Good,29,Good,1,Good,39,Good
Brazil,Carauari,16,Good,1,Good,3,Good,0,Good,16,Good
Italy,Castano Primo,35,Good,1,Good,35,Good,1,Good,17,Good
Italy,Castellarano,57,Moderate,1,Good,38,Good,1,Good,57,Moderate
Italy,Castelnuovo Rangone,62,Moderate,1,Good,37,Good,2,Good,62,Moderate
United States Of America,Cedar Grove,56,Moderate,1,Good,43,Good,5,Good,56,Moderate
United States Of America,Sarasota,42,Good,1,Good,32,Good,8,Good,42,Good
Russian Federation,Sasovo,40,Good,1,Good,33,Good,0,Good,40,Good
Mexico,Saucillo,77,Moderate,1,Good,31,Good,0,Good,77,Moderate
Germany,Schwanewede,31,Good,0,Good,30,Good,1,Good,31,Good
United States Of America,Scotts Valley,54,Moderate,1,Good,29,Good,9,Good,54,Moderate
Russian Federation,Selenginsk,39,Good,1,Good,30,Good,0,Good,39,Good
Nigeria,Shagamu,217,Very Unhealthy,12,Good,14,Good,14,Good,217,Very Unhealthy
United Arab Emirates,Sharjah,169,Unhealthy,1,Good,169,Unhealthy,3,Good,156,Unhealthy
Japan,Shinshiro,47,Good,1,Good,47,Good,1,Good,22,Good
United States Of America,Shirley,42,Good,1,Good,30,Good,9,Good,42,Good
Russian Federation,Sholokhovskiy,38,Good,1,Good,38,Good,0,Good,22,Good
Italy,Silvi,68,Moderate,1,Good,34,Good,5,Good,68,Moderate
